ID,Municipio,Comunidade,Area,Sexo,Idade,Faixa_Etaria,Escolaridade,Renda,Ocupacao,Tempo_Residencia,Participou_Oficina,Participa_Associacao,Benef_Programa,Forma_Coleta,QV,Saude,Educacao,Transporte,Seguranca,Meio_Ambiente,Agua,Geracao_Renda,Confianca_Empresa,Confianca_PoderPublico,Pertencimento,Conhecimento_Projeto,Transparencia,Participacao_Social,Principal_Preocupacao,Prioridade_Investimento,Canal_Comunicacao,Sugestao
475,São Miguel do Norte,São José,Urbana,M,56,45-59,Fundamental,3186,Autônomo,37,Sim,Não,Sim,Tablet,5,4,2,4,3,2,5,5,5,5,3,3,5,3,Saúde,Saúde,Lideranças,Aumentar diálogo com comunidades.
476,Vale Verde,Boa Vista,Rural,M,74,60+,Superior,3237,Autônomo,34,Sim,Não,Não,QR Code,2,2,5,3,5,2,2,5,4,2,4,5,4,3,Água,Saúde,WhatsApp,Ampliar atendimento de saúde.
477,Boa Esperança,Santa Rita,Rural,M,40,30-44,Superior,2564,Autônomo,36,Não,Sim,Não,Tablet,4,3,5,2,5,4,4,2,5,3,3,5,5,2,Água,Educação,Rádio,Investir em qualificação profissional.
478,Santa Aurora,Lagoa,Urbana,M,77,60+,Superior,2134,Agricultura,19,Não,Não,Não,Tablet,5,4,4,4,3,2,5,2,2,3,4,4,2,2,Saúde,Saúde,Lideranças,Ampliar atendimento de saúde.
479,Lagoa Nova,Córrego,Rural,F,71,60+,Fundamental,3470,Agricultura,41,Sim,Sim,Não,QR Code,3,4,4,3,2,4,4,5,5,4,4,4,5,3,Água,Saúde,Redes Sociais,Melhorar transporte rural.
480,Pedra Branca,Pedreira,Rural,F,30,30-44,Superior,2871,Aposentado,37,Não,Não,Não,Tablet,5,4,3,3,5,4,4,2,3,5,5,4,3,3,Água,Água,Rádio,Aumentar diálogo com comunidades.
481,São Miguel do Norte,São José,Urbana,F,70,60+,Fundamental,1976,Autônomo,13,Sim,Não,Não,QR Code,3,4,3,4,2,4,5,5,5,3,3,5,5,3,Emprego,Saúde,WhatsApp,Melhorar abastecimento de água.
482,São Miguel do Norte,São José,Rural,M,57,45-59,Superior,3510,Autônomo,2,Sim,Não,Não,Tablet,4,3,2,3,2,2,3,5,5,5,4,3,5,3,Água,Saúde,WhatsApp,Ampliar atendimento de saúde.
483,Boa Esperança,Santa Rita,Urbana,M,20,18-29,Fundamental,2946,Desempregado,30,Não,Não,Não,Totem,3,4,5,4,2,2,5,2,2,5,3,3,2,2,Saúde,Emprego,Rádio,Investir em qualificação profissional.
484,Pedra Branca,Pedreira,Urbana,F,41,30-44,Médio,2425,Desempregado,5,Não,Sim,Sim,QR Code,3,4,4,4,5,5,5,4,5,2,5,5,5,2,Saúde,Educação,Rádio,Melhorar transporte rural.
485,Serra Azul,Barreiro,Urbana,F,26,18-29,Superior,1971,Desempregado,58,Não,Não,Sim,QR Code,5,4,4,4,5,4,5,2,3,5,4,3,3,2,Segurança,Emprego,Rádio,Investir em qualificação profissional.
486,Serra Azul,Barreiro,Rural,F,41,30-44,Fundamental,2671,Formal,27,Sim,Não,Não,QR Code,4,3,4,3,5,4,2,4,4,2,4,3,4,3,Água,Água,Lideranças,Melhorar abastecimento de água.
487,Boa Esperança,Santa Rita,Rural,M,44,30-44,Fundamental,2599,Aposentado,3,Não,Não,Não,Tablet,2,3,5,1,4,3,2,2,2,5,4,4,2,3,Água,Água,Rádio,Melhorar abastecimento de água.
488,Santa Aurora,Lagoa,Rural,F,27,18-29,Médio,1790,Formal,11,Sim,Não,Não,Tablet,5,4,4,3,5,3,2,4,4,2,5,4,4,3,Água,Emprego,Lideranças,Investir em qualificação profissional.
489,Vale Verde,Boa Vista,Urbana,F,49,45-59,Médio,1798,Aposentado,26,Não,Não,Não,QR Code,2,4,4,4,4,2,5,5,4,4,5,4,4,3,Segurança,Saúde,WhatsApp,Ampliar atendimento de saúde.
490,Vale Verde,Boa Vista,Urbana,M,21,18-29,Médio,3081,Desempregado,49,Não,Não,Não,Totem,4,4,4,4,4,2,5,3,2,2,5,2,2,3,Segurança,Emprego,WhatsApp,Investir em qualificação profissional.
491,São Miguel do Norte,São José,Rural,F,22,18-29,Superior,3378,Formal,51,Não,Não,Não,Tablet,4,2,4,1,2,4,2,3,3,4,3,2,3,2,Água,Emprego,WhatsApp,Ampliar atendimento de saúde.
492,São Miguel do Norte,São José,Rural,M,36,30-44,Superior,3165,Formal,9,Não,Não,Não,Totem,3,3,2,3,3,5,3,3,3,4,4,4,3,3,Água,Água,Rádio,Aumentar diálogo com comunidades.
493,Pedra Branca,Pedreira,Rural,F,66,60+,Médio,2463,Formal,7,Sim,Sim,Não,Tablet,2,3,4,2,4,5,3,4,4,3,3,4,4,3,Água,Saúde,Redes Sociais,Melhorar abastecimento de água.
494,Pedra Branca,Pedreira,Rural,F,62,60+,Médio,2361,Aposentado,25,Não,Não,Sim,QR Code,4,4,4,2,4,3,2,3,2,3,5,2,2,3,Água,Saúde,Lideranças,Melhorar transporte rural.
495,Pedra Branca,Pedreira,Rural,M,41,30-44,Superior,2923,Formal,12,Sim,Não,Não,QR Code,5,3,4,1,4,2,3,5,3,3,3,3,3,3,Água,Educação,Redes Sociais,Aumentar diálogo com comunidades.
496,Lagoa Nova,Córrego,Rural,M,80,60+,Fundamental,3574,Formal,31,Sim,Não,Não,Tablet,3,2,4,1,5,4,2,5,4,4,5,3,4,3,Água,Saúde,Redes Sociais,Aumentar diálogo com comunidades.
497,Serra Azul,Barreiro,Urbana,M,49,45-59,Fundamental,2758,Formal,19,Sim,Sim,Não,QR Code,5,4,2,4,3,2,5,5,4,2,4,5,4,3,Emprego,Saúde,Lideranças,Aumentar diálogo com comunidades.
498,Boa Esperança,Santa Rita,Urbana,F,27,18-29,Superior,1253,Agricultura,59,Não,Sim,Sim,Totem,2,4,5,4,3,3,5,2,4,4,4,3,4,1,Emprego,Emprego,Rádio,Investir em qualificação profissional.
499,Boa Esperança,Santa Rita,Urbana,M,34,30-44,Fundamental,2316,Agricultura,42,Não,Não,Não,QR Code,5,4,5,4,3,2,5,2,3,4,3,3,3,3,Emprego,Educação,Rádio,Investir em qualificação profissional.
500,Boa Esperança,Santa Rita,Urbana,F,22,18-29,Superior,1029,Formal,51,Sim,Não,Sim,Tablet,5,4,5,4,5,2,5,2,4,4,3,4,4,3,Segurança,Emprego,WhatsApp,Investir em qualificação profissional.
501,Pedra Branca,Pedreira,Rural,F,50,45-59,Superior,2217,Aposentado,25,Não,Sim,Não,QR Code,4,2,3,3,2,4,2,4,5,5,3,3,5,1,Água,Saúde,Redes Sociais,Melhorar abastecimento de água.
502,Vale Verde,Boa Vista,Rural,M,22,18-29,Superior,1936,Autônomo,59,Não,Sim,Não,Totem,5,3,2,2,2,4,3,4,3,2,3,4,3,1,Água,Emprego,WhatsApp,Aumentar diálogo com comunidades.
503,Santa Aurora,Lagoa,Rural,F,29,18-29,Superior,2991,Aposentado,53,Não,Sim,Não,QR Code,2,2,5,3,2,3,2,4,5,4,5,3,5,3,Água,Emprego,Rádio,Melhorar abastecimento de água.
504,Boa Esperança,Santa Rita,Rural,F,23,18-29,Médio,1118,Agricultura,37,Não,Sim,Não,Totem,4,4,4,1,3,5,4,2,3,4,3,5,3,3,Água,Emprego,Lideranças,Aumentar diálogo com comunidades.
505,Vale Verde,Boa Vista,Rural,M,35,30-44,Fundamental,1923,Agricultura,13,Não,Não,Não,QR Code,5,2,5,2,3,4,4,4,3,2,3,2,3,2,Água,Água,Redes Sociais,Melhorar abastecimento de água.
506,Santa Aurora,Lagoa,Urbana,F,41,30-44,Superior,2048,Autônomo,8,Sim,Não,Não,QR Code,2,4,4,4,5,3,5,5,3,4,4,3,3,3,Saúde,Educação,WhatsApp,Melhorar transporte rural.
507,Lagoa Nova,Córrego,Urbana,F,63,60+,Médio,2098,Autônomo,33,Não,Sim,Sim,QR Code,4,4,2,4,2,5,5,5,5,4,3,4,5,1,Saúde,Saúde,WhatsApp,Melhorar abastecimento de água.
508,Rio Claro,Centro,Rural,M,50,45-59,Superior,3711,Desempregado,60,Não,Sim,Não,QR Code,3,3,3,2,4,4,3,4,5,4,5,4,5,2,Água,Saúde,Rádio,Investir em qualificação profissional.
509,Santa Aurora,Lagoa,Urbana,M,26,18-29,Fundamental,2821,Agricultura,10,Sim,Não,Não,QR Code,5,4,2,4,2,2,5,3,5,4,5,5,5,3,Saúde,Emprego,Rádio,Ampliar atendimento de saúde.
510,Rio Claro,Centro,Rural,F,38,30-44,Médio,3111,Autônomo,4,Sim,Sim,Sim,QR Code,2,4,5,2,2,2,4,3,5,3,3,5,5,3,Água,Água,WhatsApp,Aumentar diálogo com comunidades.
511,Pedra Branca,Pedreira,Urbana,F,55,45-59,Fundamental,3580,Aposentado,50,Sim,Sim,Sim,QR Code,3,4,2,4,2,5,5,5,5,5,4,5,5,3,Saúde,Saúde,Lideranças,Melhorar abastecimento de água.
512,Lagoa Nova,Córrego,Urbana,F,54,45-59,Médio,2394,Aposentado,56,Não,Sim,Sim,QR Code,3,4,5,4,2,3,5,5,3,4,3,4,3,1,Segurança,Saúde,Redes Sociais,Aumentar diálogo com comunidades.
513,São Miguel do Norte,São José,Rural,F,76,60+,Superior,3315,Autônomo,14,Não,Não,Não,QR Code,4,4,3,1,4,4,2,5,3,4,3,3,3,1,Água,Saúde,WhatsApp,Melhorar abastecimento de água.
514,Pedra Branca,Pedreira,Rural,F,76,60+,Fundamental,3172,Autônomo,53,Sim,Não,Não,Totem,5,3,4,3,4,3,4,3,5,2,3,4,5,3,Água,Saúde,Lideranças,Melhorar abastecimento de água.
515,Serra Azul,Barreiro,Urbana,F,19,18-29,Médio,3228,Formal,49,Não,Não,Não,Totem,2,4,4,4,3,5,5,3,2,3,4,4,2,1,Segurança,Emprego,Lideranças,Ampliar atendimento de saúde.
516,Lagoa Nova,Córrego,Rural,M,45,45-59,Superior,2528,Agricultura,14,Não,Sim,Não,Totem,3,4,2,3,3,2,3,4,3,5,4,3,3,1,Água,Saúde,Lideranças,Melhorar abastecimento de água.
517,Serra Azul,Barreiro,Urbana,F,63,60+,Superior,1897,Agricultura,5,Não,Não,Não,Tablet,2,4,3,4,2,2,5,4,2,2,5,3,2,2,Emprego,Saúde,Rádio,Ampliar atendimento de saúde.
518,Rio Claro,Centro,Urbana,F,66,60+,Superior,2184,Formal,12,Não,Sim,Não,Tablet,5,4,2,4,5,5,5,3,3,4,4,3,3,1,Saúde,Saúde,Redes Sociais,Ampliar atendimento de saúde.
519,Serra Azul,Barreiro,Urbana,F,62,60+,Superior,2869,Formal,6,Sim,Não,Não,QR Code,3,4,4,4,4,2,5,2,3,5,4,4,3,3,Segurança,Saúde,Rádio,Melhorar abastecimento de água.
520,Pedra Branca,Pedreira,Urbana,M,39,30-44,Superior,3522,Desempregado,48,Não,Não,Sim,Tablet,5,4,2,4,5,2,5,5,3,4,4,3,3,1,Segurança,Água,Rádio,Aumentar diálogo com comunidades.
521,Serra Azul,Barreiro,Rural,F,58,45-59,Superior,3201,Aposentado,6,Não,Não,Não,Tablet,4,3,5,1,3,3,4,2,2,5,4,4,2,3,Água,Saúde,WhatsApp,Melhorar transporte rural.
522,Rio Claro,Centro,Urbana,F,29,18-29,Médio,2559,Formal,21,Sim,Não,Não,Totem,4,4,3,4,2,3,5,2,5,4,3,5,5,3,Emprego,Emprego,Rádio,Melhorar abastecimento de água.
523,Pedra Branca,Pedreira,Urbana,F,69,60+,Médio,2678,Autônomo,54,Sim,Não,Sim,Totem,4,4,3,4,2,4,5,3,5,2,5,4,5,3,Saúde,Saúde,Redes Sociais,Investir em qualificação profissional.
524,Serra Azul,Barreiro,Rural,F,65,60+,Médio,1689,Aposentado,55,Não,Não,Não,Tablet,4,2,3,3,2,3,4,2,2,5,3,3,2,2,Água,Saúde,Redes Sociais,Melhorar abastecimento de água.
525,Pedra Branca,Pedreira,Urbana,M,30,30-44,Fundamental,3578,Formal,48,Não,Não,Não,QR Code,5,4,3,4,3,2,5,2,2,2,3,2,2,3,Segurança,Educação,WhatsApp,Aumentar diálogo com comunidades.
526,Boa Esperança,Santa Rita,Rural,F,76,60+,Fundamental,2962,Formal,2,Não,Não,Não,Tablet,4,2,4,1,4,2,2,2,2,5,4,2,2,1,Água,Saúde,WhatsApp,Ampliar atendimento de saúde.
527,Lagoa Nova,Córrego,Rural,M,22,18-29,Fundamental,2012,Autônomo,13,Não,Não,Não,Totem,5,2,4,1,3,3,4,3,4,2,5,4,4,2,Água,Emprego,Lideranças,Aumentar diálogo com comunidades.
528,Lagoa Nova,Córrego,Rural,F,71,60+,Superior,3377,Aposentado,52,Não,Não,Não,Totem,4,3,2,3,2,5,3,5,3,5,3,3,3,1,Água,Saúde,WhatsApp,Aumentar diálogo com comunidades.
529,Serra Azul,Barreiro,Urbana,M,75,60+,Superior,3239,Desempregado,38,Não,Não,Não,Tablet,2,4,2,4,5,5,5,5,3,2,3,4,3,1,Saúde,Saúde,Redes Sociais,Ampliar atendimento de saúde.
530,Santa Aurora,Lagoa,Rural,F,75,60+,Fundamental,1519,Aposentado,2,Não,Não,Não,Tablet,4,2,3,1,2,2,3,4,3,4,4,4,3,2,Água,Saúde,Lideranças,Melhorar transporte rural.
531,São Miguel do Norte,São José,Urbana,F,27,18-29,Superior,3299,Aposentado,15,Não,Não,Sim,Totem,2,4,4,4,4,4,5,4,3,2,5,2,3,1,Emprego,Emprego,Redes Sociais,Aumentar diálogo com comunidades.
532,São Miguel do Norte,São José,Urbana,M,19,18-29,Superior,3339,Desempregado,20,Não,Não,Não,Tablet,4,4,5,4,3,4,5,4,2,4,3,4,2,3,Emprego,Emprego,Lideranças,Aumentar diálogo com comunidades.
533,Serra Azul,Barreiro,Urbana,F,37,30-44,Superior,3315,Agricultura,44,Não,Sim,Sim,Totem,5,4,4,4,5,5,5,2,3,5,3,5,3,3,Saúde,Educação,WhatsApp,Melhorar transporte rural.
534,Rio Claro,Centro,Urbana,M,68,60+,Superior,3348,Agricultura,46,Não,Sim,Sim,QR Code,5,4,4,4,3,3,5,3,3,2,5,3,3,3,Segurança,Saúde,Redes Sociais,Aumentar diálogo com comunidades.
535,Boa Esperança,Santa Rita,Urbana,F,33,30-44,Médio,1906,Formal,23,Sim,Não,Sim,QR Code,4,4,4,4,3,5,5,2,5,4,5,3,5,3,Segurança,Educação,WhatsApp,Melhorar transporte rural.
536,Pedra Branca,Pedreira,Rural,M,34,30-44,Médio,2751,Aposentado,30,Não,Sim,Sim,Tablet,5,4,3,3,5,4,4,3,5,4,3,5,5,1,Água,Emprego,Rádio,Investir em qualificação profissional.
537,Pedra Branca,Pedreira,Urbana,F,69,60+,Superior,1899,Desempregado,21,Não,Não,Não,Tablet,2,4,4,4,3,2,5,2,3,3,3,2,3,3,Segurança,Saúde,Redes Sociais,Investir em qualificação profissional.
538,Serra Azul,Barreiro,Urbana,F,54,45-59,Superior,1667,Aposentado,11,Sim,Não,Não,Totem,3,4,5,4,3,2,5,3,3,4,5,3,3,3,Emprego,Saúde,Lideranças,Investir em qualificação profissional.
539,Serra Azul,Barreiro,Urbana,F,38,30-44,Médio,2248,Autônomo,31,Sim,Não,Não,Tablet,3,4,5,4,5,5,5,3,3,3,3,4,3,3,Saúde,Emprego,Lideranças,Melhorar transporte rural.
540,Vale Verde,Boa Vista,Rural,F,27,18-29,Superior,2066,Agricultura,37,Não,Não,Não,QR Code,4,4,4,1,3,3,3,2,3,3,4,2,3,2,Água,Emprego,WhatsApp,Aumentar diálogo com comunidades.
541,São Miguel do Norte,São José,Urbana,M,52,45-59,Fundamental,2027,Desempregado,36,Não,Não,Não,QR Code,3,4,4,4,5,4,5,3,2,2,3,4,2,3,Saúde,Saúde,WhatsApp,Aumentar diálogo com comunidades.
542,Boa Esperança,Santa Rita,Urbana,M,55,45-59,Fundamental,1325,Desempregado,29,Sim,Não,Não,Tablet,3,4,2,4,5,4,5,2,3,2,4,5,3,3,Saúde,Saúde,Lideranças,Ampliar atendimento de saúde.
543,Santa Aurora,Lagoa,Rural,M,47,45-59,Fundamental,2102,Desempregado,58,Sim,Sim,Não,QR Code,5,4,5,1,4,3,2,2,5,4,5,5,5,3,Água,Saúde,WhatsApp,Aumentar diálogo com comunidades.
544,Santa Aurora,Lagoa,Rural,M,45,45-59,Superior,1682,Agricultura,51,Não,Sim,Não,Totem,3,2,5,2,2,3,3,4,4,5,5,3,4,2,Água,Saúde,Redes Sociais,Melhorar abastecimento de água.
545,São Miguel do Norte,São José,Urbana,F,79,60+,Fundamental,2138,Agricultura,42,Não,Não,Não,Tablet,4,4,5,4,2,2,5,5,3,5,5,2,3,3,Emprego,Saúde,Lideranças,Aumentar diálogo com comunidades.
546,Serra Azul,Barreiro,Urbana,M,32,30-44,Superior,3187,Agricultura,49,Sim,Sim,Sim,Totem,3,4,5,4,4,5,5,2,5,3,4,5,5,3,Saúde,Educação,Redes Sociais,Melhorar abastecimento de água.
547,Rio Claro,Centro,Rural,F,29,18-29,Médio,2497,Desempregado,30,Não,Não,Não,QR Code,3,2,3,1,3,3,2,5,2,4,5,3,2,1,Água,Emprego,Rádio,Melhorar abastecimento de água.
548,São Miguel do Norte,São José,Urbana,M,48,45-59,Superior,1513,Desempregado,13,Sim,Não,Não,QR Code,2,4,4,4,5,4,5,3,3,5,4,3,3,3,Segurança,Saúde,WhatsApp,Ampliar atendimento de saúde.
549,Lagoa Nova,Córrego,Rural,F,55,45-59,Fundamental,3555,Aposentado,2,Não,Não,Não,QR Code,2,3,3,1,3,5,4,3,4,3,4,2,4,3,Água,Saúde,Redes Sociais,Melhorar transporte rural.
550,Vale Verde,Boa Vista,Rural,F,72,60+,Superior,1741,Agricultura,9,Sim,Não,Não,Totem,2,4,2,2,4,5,2,2,4,5,4,4,4,3,Água,Saúde,WhatsApp,Investir em qualificação profissional.
551,Vale Verde,Boa Vista,Rural,M,47,45-59,Fundamental,2312,Aposentado,19,Não,Não,Não,Totem,4,4,2,3,3,5,3,4,2,3,4,2,2,2,Água,Saúde,Lideranças,Ampliar atendimento de saúde.
552,Rio Claro,Centro,Rural,F,38,30-44,Superior,2088,Formal,18,Não,Não,Sim,QR Code,3,4,4,1,4,4,2,3,3,2,4,2,3,2,Água,Água,Rádio,Melhorar abastecimento de água.
553,Santa Aurora,Lagoa,Rural,F,43,30-44,Superior,2874,Desempregado,54,Não,Não,Não,Totem,5,4,3,2,5,4,2,5,4,2,5,3,4,2,Água,Emprego,Rádio,Melhorar abastecimento de água.
554,Vale Verde,Boa Vista,Rural,M,50,45-59,Fundamental,2463,Autônomo,60,Não,Não,Sim,Tablet,2,3,2,1,4,5,4,3,3,3,3,4,3,1,Água,Saúde,Rádio,Melhorar abastecimento de água.
555,Serra Azul,Barreiro,Rural,F,38,30-44,Superior,1814,Autônomo,58,Não,Não,Sim,Totem,4,2,5,3,3,4,2,3,2,4,4,2,2,2,Água,Emprego,Rádio,Investir em qualificação profissional.
556,Pedra Branca,Pedreira,Urbana,M,59,45-59,Médio,2050,Desempregado,7,Não,Não,Não,QR Code,4,4,3,4,5,3,5,5,3,5,5,4,3,2,Saúde,Saúde,Rádio,Melhorar transporte rural.
557,Rio Claro,Centro,Rural,M,55,45-59,Superior,3363,Agricultura,22,Não,Sim,Não,QR Code,4,2,4,2,3,2,4,3,4,4,4,5,4,1,Água,Saúde,Redes Sociais,Ampliar atendimento de saúde.
558,Santa Aurora,Lagoa,Urbana,M,46,45-59,Fundamental,3094,Formal,38,Sim,Não,Sim,Tablet,4,4,2,4,5,2,5,2,4,3,3,5,4,3,Emprego,Saúde,Redes Sociais,Ampliar atendimento de saúde.
559,Vale Verde,Boa Vista,Rural,M,66,60+,Médio,3301,Agricultura,4,Não,Não,Não,QR Code,2,2,2,2,4,4,4,3,3,3,3,2,3,3,Água,Saúde,WhatsApp,Ampliar atendimento de saúde.
560,São Miguel do Norte,São José,Rural,M,64,60+,Fundamental,2105,Aposentado,23,Sim,Sim,Não,QR Code,5,4,5,3,5,5,2,3,4,2,3,4,4,3,Água,Saúde,Redes Sociais,Ampliar atendimento de saúde.
561,São Miguel do Norte,São José,Rural,F,71,60+,Médio,2865,Agricultura,54,Não,Não,Não,Totem,3,4,4,3,2,3,2,2,4,5,4,2,4,1,Água,Saúde,Rádio,Melhorar transporte rural.
562,São Miguel do Norte,São José,Urbana,F,33,30-44,Superior,1926,Formal,44,Não,Não,Não,Totem,3,4,3,4,4,2,5,3,4,3,3,3,4,2,Saúde,Emprego,Rádio,Melhorar abastecimento de água.
563,Vale Verde,Boa Vista,Rural,F,75,60+,Fundamental,2327,Agricultura,17,Sim,Não,Sim,Tablet,4,3,4,2,4,2,3,3,4,5,4,5,4,3,Água,Saúde,Lideranças,Aumentar diálogo com comunidades.
564,Lagoa Nova,Córrego,Urbana,M,72,60+,Fundamental,2850,Autônomo,10,Não,Sim,Sim,Tablet,4,4,3,4,2,5,5,2,5,2,4,3,5,1,Segurança,Saúde,Redes Sociais,Melhorar transporte rural.
565,Santa Aurora,Lagoa,Urbana,F,22,18-29,Médio,1420,Aposentado,30,Não,Sim,Não,QR Code,5,4,3,4,2,3,5,5,4,4,5,5,4,1,Emprego,Emprego,Rádio,Aumentar diálogo com comunidades.
566,Santa Aurora,Lagoa,Urbana,F,23,18-29,Fundamental,1979,Agricultura,1,Não,Não,Não,Tablet,2,4,4,4,5,2,5,2,3,4,4,4,3,2,Emprego,Emprego,Rádio,Ampliar atendimento de saúde.
567,Boa Esperança,Santa Rita,Rural,F,54,45-59,Fundamental,1336,Formal,53,Não,Não,Não,QR Code,5,4,5,3,4,5,4,2,3,5,3,2,3,3,Água,Saúde,Redes Sociais,Aumentar diálogo com comunidades.
568,São Miguel do Norte,São José,Rural,M,70,60+,Superior,3505,Autônomo,45,Não,Não,Sim,Totem,5,4,2,1,3,5,3,4,3,4,3,2,3,1,Água,Saúde,Rádio,Investir em qualificação profissional.
569,Santa Aurora,Lagoa,Urbana,F,40,30-44,Fundamental,3146,Agricultura,17,Não,Não,Não,QR Code,4,4,2,4,5,3,5,3,3,2,4,3,3,3,Segurança,Água,WhatsApp,Aumentar diálogo com comunidades.
570,Serra Azul,Barreiro,Rural,M,22,18-29,Médio,2625,Desempregado,18,Sim,Não,Não,Tablet,5,3,3,2,2,2,4,4,5,5,3,4,5,3,Água,Emprego,Rádio,Ampliar atendimento de saúde.
571,Pedra Branca,Pedreira,Rural,F,77,60+,Superior,2278,Desempregado,56,Não,Sim,Sim,QR Code,2,2,3,2,2,2,3,3,3,5,5,3,3,1,Água,Saúde,Lideranças,Melhorar abastecimento de água.
572,Vale Verde,Boa Vista,Urbana,M,46,45-59,Fundamental,1969,Desempregado,5,Não,Não,Não,QR Code,3,4,5,4,5,5,5,4,4,2,4,2,4,1,Segurança,Saúde,WhatsApp,Melhorar transporte rural.
573,São Miguel do Norte,São José,Urbana,M,44,30-44,Superior,1633,Agricultura,40,Sim,Não,Não,Tablet,3,4,2,4,4,4,5,2,5,3,3,5,5,3,Emprego,Emprego,Rádio,Ampliar atendimento de saúde.
574,São Miguel do Norte,São José,Rural,F,21,18-29,Superior,2334,Desempregado,41,Não,Não,Não,QR Code,4,4,5,1,4,3,3,5,3,4,3,3,3,1,Água,Emprego,WhatsApp,Investir em qualificação profissional.
575,São Miguel do Norte,São José,Urbana,M,78,60+,Médio,3090,Agricultura,45,Sim,Não,Não,Totem,5,4,2,4,3,2,5,5,5,2,3,4,5,3,Saúde,Saúde,Lideranças,Ampliar atendimento de saúde.
576,Lagoa Nova,Córrego,Urbana,M,79,60+,Superior,2794,Aposentado,46,Não,Sim,Não,Tablet,4,4,2,4,5,5,5,4,5,2,5,5,5,1,Saúde,Saúde,Lideranças,Ampliar atendimento de saúde.
577,Vale Verde,Boa Vista,Rural,M,59,45-59,Médio,1936,Agricultura,30,Não,Não,Não,Tablet,2,4,3,2,5,4,4,4,4,4,5,2,4,1,Água,Saúde,WhatsApp,Investir em qualificação profissional.
578,Vale Verde,Boa Vista,Urbana,M,69,60+,Médio,2155,Aposentado,60,Sim,Sim,Não,Tablet,4,4,2,4,2,4,5,3,5,3,3,5,5,3,Segurança,Saúde,Redes Sociais,Melhorar transporte rural.
579,São Miguel do Norte,São José,Rural,F,44,30-44,Fundamental,1776,Aposentado,42,Não,Sim,Não,QR Code,5,2,5,2,2,2,2,2,4,5,4,3,4,1,Água,Água,Rádio,Aumentar diálogo com comunidades.
580,Rio Claro,Centro,Urbana,F,72,60+,Fundamental,3994,Autônomo,20,Não,Não,Não,QR Code,5,4,2,4,4,3,5,4,2,4,5,4,2,2,Saúde,Saúde,Rádio,Melhorar abastecimento de água.
581,Serra Azul,Barreiro,Urbana,M,24,18-29,Superior,1712,Autônomo,33,Não,Não,Não,QR Code,3,4,2,4,5,4,5,3,4,5,4,4,4,2,Emprego,Emprego,Redes Sociais,Aumentar diálogo com comunidades.
582,Rio Claro,Centro,Rural,M,71,60+,Fundamental,3087,Desempregado,22,Sim,Não,Sim,Totem,3,4,5,2,3,4,3,3,3,2,5,3,3,3,Água,Saúde,WhatsApp,Ampliar atendimento de saúde.
583,Rio Claro,Centro,Urbana,M,61,60+,Fundamental,2026,Aposentado,38,Sim,Não,Sim,QR Code,5,4,5,4,2,5,5,4,5,5,4,4,5,3,Saúde,Saúde,Lideranças,Melhorar transporte rural.
584,Boa Esperança,Santa Rita,Rural,M,78,60+,Superior,1129,Aposentado,51,Não,Não,Não,Totem,4,2,3,1,3,2,4,2,3,5,4,2,3,2,Água,Saúde,Redes Sociais,Investir em qualificação profissional.
585,Rio Claro,Centro,Urbana,F,29,18-29,Médio,2911,Formal,22,Não,Não,Não,Totem,5,4,3,4,5,3,5,4,2,4,3,3,2,1,Emprego,Emprego,Rádio,Ampliar atendimento de saúde.
586,Pedra Branca,Pedreira,Urbana,M,54,45-59,Médio,2602,Agricultura,50,Não,Sim,Não,Totem,4,4,3,4,5,3,5,2,4,3,5,3,4,2,Emprego,Saúde,WhatsApp,Melhorar abastecimento de água.
587,São Miguel do Norte,São José,Rural,F,67,60+,Médio,3128,Aposentado,3,Sim,Não,Não,Totem,5,4,4,3,5,5,3,5,3,5,3,3,3,3,Água,Saúde,Lideranças,Ampliar atendimento de saúde.
588,Rio Claro,Centro,Urbana,M,60,60+,Superior,2093,Autônomo,16,Não,Não,Não,Totem,2,4,3,4,3,2,5,4,4,2,5,3,4,3,Segurança,Saúde,Lideranças,Investir em qualificação profissional.
589,Pedra Branca,Pedreira,Urbana,F,26,18-29,Superior,2259,Desempregado,20,Não,Sim,Não,QR Code,5,4,5,4,4,3,5,2,4,2,5,5,4,3,Saúde,Emprego,Lideranças,Investir em qualificação profissional.
590,São Miguel do Norte,São José,Rural,M,62,60+,Superior,2503,Desempregado,29,Sim,Não,Sim,Totem,2,2,2,2,5,4,2,5,4,3,5,4,4,3,Água,Saúde,Rádio,Melhorar transporte rural.
591,Lagoa Nova,Córrego,Urbana,M,57,45-59,Médio,3352,Desempregado,14,Não,Não,Não,Totem,4,4,2,4,3,2,5,5,4,4,4,4,4,3,Emprego,Saúde,Rádio,Melhorar abastecimento de água.
592,Santa Aurora,Lagoa,Rural,M,31,30-44,Superior,2019,Formal,56,Não,Não,Sim,QR Code,5,3,3,2,3,3,3,2,2,4,5,2,2,3,Água,Educação,Rádio,Ampliar atendimento de saúde.
593,Boa Esperança,Santa Rita,Rural,M,73,60+,Fundamental,3093,Desempregado,14,Não,Sim,Não,QR Code,5,3,5,1,2,4,3,2,5,4,4,3,5,2,Água,Saúde,Redes Sociais,Melhorar transporte rural.
